given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Nèi Menggu (China),26.5942384,103.0271959,"Zhaotong City, Qiaojia County, China",,,,,,,Zhaotong City,,,Qiaojia County,Yunnan,China,cn,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ann Arbor, Michigan (United States of America)",42.2681569,-83.7312291,"Ann Arbor, MI, United States of America",,,,,,,Ann Arbor,MI,,Washtenaw County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Livingston, New Jersey (United States of America)",40.7959335,-74.3148713,"Livingston, NJ 07039, United States of America",,,,07039,,,Livingston,NJ,,Essex County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"San Nicolás de los Garza, Nuevo León (Mexico)",25.7367433,-100.269807,"66443 San Nicolás de los Garza, NLE, Mexico",San Nicolás de los Garza,,,66443,,,San Nicolás de los Garza,NLE,,San Nicolás de los Garza,Nuevo León,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Haven, Connecticut (United States of America)",41.3082138,-72.9250518,"New Haven, CT, United States of America",,,,,,,New Haven,CT,,New Haven County,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Colorado (United States of America),38.7251776,-105.607716,"CO, United States of America",,,,,,,,CO,,,Colorado,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Syracuse, New York (United States of America)",43.0481221,-76.1474244,"Syracuse, NY, United States of America",,,,,,,Syracuse,NY,,Onondaga County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fayetteville, North Carolina (United States of America)",35.0525759,-78.878292,"Fayetteville, NC, United States of America",,,,,,,Fayetteville,NC,,Cumberland County,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tsubame, Niigata (Japan)",37.6730751,138.8825389,"Tsubame, Niigata Prefecture, Japan",,,,,,,Tsubame,,,Niigata Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Savannah, Georgia (United States of America)",32.0809263,-81.0911768,"Savannah, GA, United States of America",,,,,,,Savannah,GA,,Chatham County,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Adelaide, South Australia (Australia)",-34.9281805,138.5999312,"Adelaide, Adelaide City Council, Australia",,,,,,,Adelaide,SA,,Adelaide City Council,South Australia,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Louisiana (United States of America),30.8703881,-92.007126,"LA, United States of America",,,,,,,,LA,,,Louisiana,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Eddyville, Kentucky (United States of America)",37.0944971,-88.080301,"Eddyville, KY, United States of America",,,,,,,Eddyville,KY,,Lyon County,Kentucky,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nottingham, Nottinghamshire, England (United Kingdom)",52.9534193,-1.1496461,"Nottingham, East Midlands, ENG, United Kingdom",,,,,,,Nottingham,ENG,,East Midlands,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pensacola, Florida (United States of America)",30.421309,-87.2169149,"Pensacola, FL, United States of America",,,,,,,Pensacola,FL,,Escambia County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Biloxi, Mississippi (United States of America)",30.4007626,-88.8893818,"Biloxi, MS 39533, United States of America",Biloxi,,,39533,,,Biloxi,MS,,Harrison County,Mississippi,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Musashino, Tokyo (Japan)",35.712898,139.563534,"Musashino, Japan",,,,,,,Musashino,,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalisco (Mexico),20.3333331,-103.6666671,"JAL, Mexico",,,,,,,,JAL,,,Jalisco,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Coloma, Michigan (United States of America)",42.1861494,-86.308356,"Coloma, MI, United States of America",,,,,,,Coloma,MI,,Berrien County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dillon, South Carolina (United States of America)",34.4165391,-79.3713948,"Dillon, SC 29536, United States of America",,,,29536,,,Dillon,SC,,Dillon County,South Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Herselt, Antwerpen, Vlaanderen (Belgium)",51.05545425,4.901813504931004,"2230 Herselt, Belgium",Herselt,,,2230,,Herselt,Herselt,,,Turnhout,Antwerp,Belgium,be,1,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Framingham, Massachusetts (United States of America)",42.3095704,-71.4413097,"Framingham, MA, United States of America",,,,,,,Framingham,MA,,Middlesex County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Pierce, Florida (United States of America)",27.4467056,-80.3256056,"Fort Pierce, Fort Pierce, FL, United States of America",,,,,Fort Pierce,,Fort Pierce,FL,,Saint Lucie County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Jersey City, New Jersey (United States of America)",40.7215682,-74.047455,"Jersey City, NJ, United States of America",,,,,,,Jersey City,NJ,,Hudson County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noord-Holland (Netherlands),52.7212825,4.820665,"North Holland, Netherlands",,,,,,,,,,,North Holland,Netherlands,nl,0.5249999999999999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tallahassee, Florida (United States of America)",30.4380832,-84.2809332,"Tallahassee, FL, United States of America",,,,,,,Tallahassee,FL,,Leon County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Venlo, Limburg (Netherlands)",51.3702109,6.1688954,"Venlo, LI, Netherlands",,,,,,,Venlo,LI,,,Limburg,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jeju (South Korea),33.4930566,126.5130589,"Jeju, South Korea",,,,,,,Jeju,,,Jeju,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Walls, Mississippi (United States of America)",34.9578728,-90.1517605,"Walls, MS, United States of America",,,,,,,Walls,MS,,DeSoto County,Mississippi,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cherry Hill, New Jersey (United States of America)",39.9348351,-75.0307264,"Cherry Hill Township, NJ, United States of America",,,,,,,Cherry Hill Township,NJ,,Camden County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Oban, Argyll and Bute, Scotland (United Kingdom)",56.415695,-5.4734688,"Oban, PA34 5PZ, United Kingdom",Oban,,AGB,PA34 5PZ,,,Oban,SCT,,Argyll and Bute,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Visselhövede, Niedersachsen (Germany)",52.9847596,9.5782553,"27374 Visselhövede, Germany",,,,27374,,,Visselhövede,,,Landkreis Rotenburg (Wümme),Lower Saxony,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Westminster, Colorado (United States of America)",39.8366528,-105.0372046,"Westminster, CO, United States of America",,,,,,,Westminster,CO,,Adams County,Colorado,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Waxahachie, Texas (United States of America)",32.3944908,-96.8439365,"Waxahachie, TX 75165, United States of America",,,,75165,,,Waxahachie,TX,,Ellis County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bayonne, New Jersey (United States of America)",40.6687141,-74.1143091,"Bayonne, NJ 07002, United States of America",,,,07002,,,Bayonne,NJ,,Hudson County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Whitesboro, Texas (United States of America)",33.6564674,-96.9059847,"Whitesboro, TX, United States of America",,,,,,,Whitesboro,TX,,,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Duluth, Georgia (United States of America)",34.0028569,-84.1441046,"Duluth, GA, United States of America",,,,,,,Duluth,GA,,,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Columbus, Ohio (United States of America)",39.9622601,-83.0007065,"Columbus, OH, United States of America",,,,,,,Columbus,OH,,Franklin County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Yokohama, Kanagawa (Japan)",35.444991,139.636768,"Yokohama, 〒231-0016, Japan",Yokohama,,,〒231-0016,,,Yokohama,,,Kanagawa Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mobile, Alabama (United States of America)",30.6943566,-88.0430541,"Mobile, AL, United States of America",,,,,,,Mobile,AL,,Mobile County,Alabama,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Apia (Samoa),-13.8343691,-171.7692793,"Apia, Tuamasaga, Samoa",Apia,,,,,,Apia,,,,Tuamasaga,Samoa,ws,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Midwest City, Oklahoma (United States of America)",35.4495097,-97.3967025,"Midwest City, OK, United States of America",,,,,,,Midwest City,OK,,Oklahoma County,Oklahoma,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dartford, Kent, England (United Kingdom)",51.4443059,0.21807,"Dartford, Kent, ENG, United Kingdom",,,KEN,,,,Dartford,ENG,,Kent,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"La Celle-Saint-Cloud, Île-de-France (France)",48.8478753,2.136145,"78170 La Celle-Saint-Cloud, France",,,,78170,,,La Celle-Saint-Cloud,,,Yvelines,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sunderland, Tyne and Wear, England (United Kingdom)",54.9058512,-1.3828727,"Sunderland, North East England, ENG, United Kingdom",,,,,,,Sunderland,ENG,,North East England,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"North Platte, Nebraska (United States of America)",41.1238873,-100.7654232,"North Platte, NE 69101, United States of America",,,,69101,,,North Platte,NE,,Lincoln County,Nebraska,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Watkins, Iowa (United States of America)",41.8917641,-91.9859545,"Watkins, IA 52354, United States of America",Watkins,,,52354,Watkins,,,IA,,Benton County,Iowa,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Johannesburg (South Africa),-26.205,28.049722,"Johannesburg, 2001, South Africa",Johannesburg,,,2001,,,Johannesburg,GT,,City of Johannesburg Metropolitan Municipality,Gauteng,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Edina, Minnesota (United States of America)",44.8897027,-93.3501222,"Edina, MN, United States of America",,,,,,,Edina,MN,,Hennepin County,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Uhrichsville, Ohio (United States of America)",40.3931218,-81.3464998,"Uhrichsville, OH, United States of America",,,,,,,Uhrichsville,OH,,Tuscarawas County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seaside Heights, New Jersey (United States of America)",39.9427613,-74.0735588,"Seaside Heights, NJ 08751, United States of America",,,,08751,,,Seaside Heights,NJ,,Ocean County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Las Vegas, Nevada (United States of America)",36.1672559,-115.148516,"Las Vegas, NV, United States of America",,,,,,,Las Vegas,NV,,Clark County,Nevada,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Husum, Schleswig-Holstein (Germany)",54.4853638,9.0538156,"25813 Husum, Germany",,,,25813,,,Husum,SH,,Northern Friesland,Schleswig-Holstein,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Heroica Puebla de Zaragoza, Puebla (Mexico)",19.0437196,-98.1981486,"Puebla, PUE, Mexico",,,,,,,Puebla,PUE,,,Puebla,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sand Springs, Oklahoma (United States of America)",36.1394339,-96.1100025,"Sand Springs, OK, United States of America",,,,,,,Sand Springs,OK,,Tulsa County,Oklahoma,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Oakland, California (United States of America)",37.8044557,-122.2713563,"Oakland, CA, United States of America",,,,,,,Oakland,CA,,Alameda County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ottawa, Ontario (Canada)",45.4211435,-75.6900574,"Ottawa, ON K1P 1J1, Canada",Ottawa,,,K1P 1J1,,,Ottawa,ON,,Ottawa,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hampton, Virginia (United States of America)",37.0300969,-76.3452057,"Hampton, VA, United States of America",,,,,,,Hampton,VA,,,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Budapest (Hungary),47.4979937,19.0403594,"Budapest, Central Hungary, Hungary",,,,,,,Budapest,,,,Central Hungary,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cameron, North Carolina (United States of America)",35.3268226,-79.255303,"Cameron, NC, United States of America",,,,,,,Cameron,NC,,Moore County,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Chihuahua, Chihuahua (Mexico)",28.6523808,-106.0902046,"31100 Chihuahua, CHH, Mexico",Chihuahua,,,31100,,,Chihuahua,CHH,,Municipio de Chihuahua,Chihuahua,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"San Miguel Allende, Guanajuato (Mexico)",19.46278,-89.99556,"San Miguel Allende, Campeche, Mexico",,,,,,,San Miguel Allende,CAM,,Campeche,Campeche,Mexico,mx,1,,,,https://www.whosonfirst.org/docs/licenses/
