,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
768,Clemente Marcelino Valencia Nájera,176 lbs. (80 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",17th July 1970,18th March 1995 (26 years ago),Dr. X-Treme,11th October 2011,,
860,Wendy Savinovich,140 lbs. (64 kg) at 5'8'' (1.73 m),"Lawton, Oklahoma (United States of America)",6th September 1961 (age 60),1979,Wendi Richter ,,,
4762,Kyle Greenwood,186 lbs. (84 kg) at 5'11'' (1.80 m),"Delta, British Columbia (Canada)",1st March 1987 (age 35),??th October 2005,Kyle O'Reilly,,,
506,unknown,206 lbs. (93 kg) at 6'0'' (1.83 m),United States of America,17th July 1975 (age 46),25th May 2002 (19 years ago),UltraMantis Black,,,
29699,Melissa Cervantes,119 lbs. (54 kg) at 5'3'' (1.60 m),"Tijuana, Baja California (Mexico)",22nd July 1986 (age 35),19th October 2014 (7 years ago),Thunder Rosa ,,,
225,Barry Clinton Windham,273 lbs. (124 kg) at 6'6'' (1.98 m),"Sweetwater, Texas (United States of America)",4th July 1960 (age 61),1979,Barry Windham,,,
2810,Ricardo Antonio Morales González,181 lbs. (82 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",30th September 1973 (age 48),30th May 1991 (30 years ago),Cerebro Negro,,,
1421,Houston Harris,270 lbs. (122 kg) at 6'6'' (1.98 m),Arkansas (United States of America),15th July 1924,1949,Bobo Brazil,20th January 1998,,
2816,Alejandro Jiménez Cruz,,Mexico,21st May 1972 (age 49),1991,Dr. Cerebro,,5'6'' (1.68 m),
7172,Mike Goldberg,,United States of America,24th November 1964 (age 57),21st December 1997 (24 years ago),Mike Goldberg,,,
19787,unknown,150 lbs. (68 kg) at 5'10'' (1.78 m),"Detroit, Michigan (United States of America)",5th November 1987 (age 34),28th December 2008 (13 years ago),Allysin Kay ,,,
3886,Otto Wanz,400 lbs. (181 kg) at 6'2'' (1.88 m),"Graz, Steiermark (Austria)",13th July 1943,1970,Otto Wanz,14th September 2017,,
16102,Christina Maria Kardooni,,"Sacramento, California (United States of America)",28th August 1989 (age 32),2006,Christina Von Eerie ,,5'4'' (1.63 m),
1230,Arturo Díaz Mendoza,198 lbs. (90 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",23rd March 1952,29th January 1970 (52 years ago),Villano III,21st August 2018,,
1269,Louis Vincent Albano,350 lbs. (159 kg) at 5'10'' (1.78 m),"Roma, Lazio (Italy)",29th July 1933,1953,Lou Albano,14th October 2009,,
5792,Lucas Eatwell,181 lbs. (82 kg) at 6'0'' (1.83 m),"Sittingbourne, Kent, England (United Kingdom)",24th July 1987 (age 34),2002,Zack Sabre Jr.,,,
595,Keiko Aoki,201 lbs. (91 kg) at 5'7'' (1.70 m),"Kawaguchi, Saitama (Japan)",8th January 1968 (age 54),7th May 1983 (38 years ago),Bull Nakano ,,,
688,Jamar Shipman,190 lbs. (86 kg) at 5'10'' (1.78 m),"Elizabeth, New Jersey (United States of America)",22nd April 1985 (age 36),26th October 2001 (20 years ago),Jay Lethal,,,
6050,unknown,189 lbs. (86 kg) at 5'7'' (1.70 m),"Cambridge, Cambridgeshire, England (United Kingdom)",26th July 1988 (age 33),,Marty Scurll,,,
299,Aurelian Smith Jr.,267 lbs. (121 kg) at 6'5'' (1.96 m),"Gainesville, Texas (United States of America)",30th May 1955 (age 66),13th May 1975 (46 years ago),Jake Roberts,,,
15807,unknown,,,,,Martin Conroy,,,
3194,Kiyonari Sanada,216 lbs. (98 kg) at 6'0'' (1.83 m),"Niigata, Niigata (Japan)",28th January 1988 (age 34),13th March 2007 (14 years ago),SANADA,,,
446,Paul Sánchez-García London,205 lbs. (93 kg) at 5'10'' (1.78 m),"Austin, Texas (United States of America)",16th April 1980 (age 41),7th April 2000 (21 years ago),Paul London,,,
958,Akira Tagami,267 lbs. (121 kg) at 6'4'' (1.93 m),"Koshigaya, Saitama (Japan)",8th May 1961 (age 60),2nd January 1988 (34 years ago),Akira Taue,,,
2004,Alexandra Ford,160 lbs. (73 kg) at 6'1'' (1.85 m),"Sydney, New South Wales (Australia)",5th June 1984 (age 37),??th December 2001,Madison Eagles ,,,
953,Shuji Kondo,197 lbs. (89 kg) at 5'8'' (1.73 m),"Fuji, Shizuoka (Japan)",28th January 1978 (age 44),18th May 2001 (20 years ago),Shuji Kondo,,,
9827,unknown,254 lbs. (115 kg) at 5'10'' (1.78 m),"Nankoku, Kochi (Japan)",31st October 1982 (age 39),27th June 2008 (13 years ago),Yuji Okabayashi,,,
3419,Matthew Ronjon Massie,172 lbs. (78 kg) at 5'10'' (1.78 m),"Hesperia, California (United States of America)",13th March 1985 (age 36),8th August 2004 (17 years ago),Matt Jackson,,,
183,Joel Gertner,229 lbs. (104 kg) at 5'7'' (1.70 m),"New York City, New York (United States of America)",20th September 1975 (age 46),1995,Joel Gertner,,,
1354,Robert Edward Brooks,231 lbs. (105 kg) at 6'1'' (1.85 m),"Liverpool, Merseyside, England (United Kingdom)",11th March 1966 (age 55),1983,Robby Brookside,,,
2812,Flavia Antonia Moreno León,152 lbs. (69 kg) at 5'5'' (1.65 m),"Ciudad de México, Ciudad de México (Mexico)",23rd July 1970 (age 51),1987,Cinthia Moreno ,,,
13587,Tenille Averil Dashwood,132 lbs. (60 kg) at 5'5'' (1.65 m),"Melbourne, Victoria (Australia)",1st March 1989 (age 33),20th July 2005 (16 years ago),Tenille Dashwood ,,,
641,Christopher J. Bauman Jr.,195 lbs. (88 kg) at 6'3'' (1.91 m),"Orlando, Florida (United States of America)",13th July 1982,8th September 2001 (20 years ago),Chri$ Ca$h,18th August 2005,,
1802,Malia Hosaka,130 lbs. (59 kg) at 5'4'' (1.63 m),"Floral City, Florida (United States of America)",7th October 1969 (age 52),7th August 1987 (34 years ago),Malia Hosaka ,,,
2625,Magomedhan Amanulajewitsch Gamzatkhanov,236 lbs. (107 kg) at 6'3'' (1.91 m),"Anchih, Dagestan (Russia)",16th April 1961 (age 60),7th December 1991 (30 years ago),Volk Han,,,
14879,Tyron Lakent Woodley,170 lbs. (77 kg) at 5'9'' (1.75 m),"Ferguson, Missouri (United States of America)",7th April 1982 (age 39),7th February 2009 (13 years ago),Tyron Woodley,,,
282,Daniel DeWayne Severn,250 lbs. (113 kg) at 6'2'' (1.88 m),"Coldwater, Michigan (United States of America)",8th June 1958 (age 63),25th November 1992 (29 years ago),Dan Severn,,,
30198,Patrick Clark Jr.,220 lbs. (100 kg) at 6'2'' (1.88 m),"Washington, District of Columbia (United States of America)",19th August 1995 (age 26),3rd October 2014 (7 years ago),Velveteen Dream,,,
3342,Martin Burns,165 lbs. (75 kg) at 5'10'' (1.78 m),"Cedar Falls, Iowa (United States of America)",15th February 1861,,Farmer Burns,8th January 1937,,
6574,Riley Vigier,196 lbs. (89 kg) at 6'1'' (1.85 m),"Vancouver, British Columbia (Canada)",24th October 1986 (age 35),30th October 2005 (16 years ago),El Phantasmo,,,
13240,unknown,,Querétaro Arteaga (Mexico),,2001,Príncipe,,,
31570,unknown,176 lbs. (80 kg) at 5'9'' (1.75 m),"Paris, Île-de-France (France)",31st December 1993 (age 28),2014,Senza Volto,,,
319,Michael Ciriglio,224 lbs. (102 kg) at 5'10'' (1.78 m),"Richmond, California (United States of America)",19th July 1971 (age 50),1988,Michael Modest,,,
9024,unknown,200 lbs. (91 kg) at 6'0'' (1.83 m),"Austin, Texas (United States of America)",29th May 1984 (age 37),2000,Brandon Gatson,,,
9433,Alistair Cees Overeem,265 lbs. (120 kg) at 6'5'' (1.96 m),"London, Greater London, England (United Kingdom)",17th May 1980 (age 41),24th October 1999 (22 years ago),Alistair Overeem,,,
21572,Diego Pereira Brandão,145 lbs. (66 kg) at 5'7'' (1.70 m),Brazil,27th May 1987 (age 34),1st October 2005 (16 years ago),Diego Brandão,,,
37001,Anna Marie Jernigan,,"Brunswick, Georgia (United States of America)",15th July 1998 (age 23),14th September 2019 (2 years ago),Anna Jay ,,,
5533,unknown,198 lbs. (90 kg) at 5'10'' (1.78 m),"Torreón, Coahuila de Zaragoza (Mexico)",11th March 1987 (age 34),6th November 2005 (16 years ago),Taurus,,,
308,Eldridge Wayne Coleman,285 lbs. (129 kg) at 6'4'' (1.93 m),"Paradise Valley, Arizona (United States of America)",7th June 1943 (age 78),1969,Billy Graham,,,
675,Takako Inoue,139 lbs. (63 kg) at 5'4'' (1.63 m),"Toride, Ibaraki (Japan)",7th November 1969 (age 52),10th October 1988 (33 years ago),Takako Inoue ,,,
3069,unknown,168 lbs. (76 kg) at 5'6'' (1.68 m),Mexico,18th July 1974 (age 47),15th October 1993 (28 years ago),Avisman,,,
15770,Rory MacDonald,170 lbs. (77 kg) at 6'0'' (1.83 m),"Quesnel, British Columbia (Canada)",22nd July 1989 (age 32),15th October 2005 (16 years ago),Rory MacDonald,,,
17062,Hélio Gracie,,"Belém, Pará (Brazil)",1st October 1913,,Hélio Gracie,29th January 2009,,
567,Adolfo Tapia Ibarra,291 lbs. (132 kg) at 6'0'' (1.83 m),"Monclova, Coahuila de Zaragoza (Mexico)",14th November 1965 (age 56),1982,L.A. Par-K,,,
5548,Marvin Lee Lambert Jr.,270 lbs. (122 kg) at 6'4'' (1.93 m),Texas (United States of America),14th December 1977,2000,Brain Damage,18th October 2012,,
21018,Albert C. Hardie Jr.,185 lbs. (84 kg) at 5'9'' (1.75 m),"Austin, Texas (United States of America)",7th December 1987 (age 34),??th February 2007,ACH,,,
2403,unknown,110 lbs. (50 kg) at 4'5'' (1.35 m),"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",19th February 1982 (age 40),4th January 2000 (22 years ago),Mascarita Sagrada,,,
1625,Chris Raaber,246 lbs. (112 kg) at 6'4'' (1.93 m),"Leoben, Steiermark (Austria)",6th September 1981 (age 40),9th May 1998 (23 years ago),Chris Raaber,,,
11270,Sergio Raymundo Chávez,,"Gómez Palacio, Durango (Mexico)",20th March 1986 (age 35),2006,Niebla Roja,,,
11818,Anthony Nese,196 lbs. (89 kg) at 5'9'' (1.75 m),"New York City, New York (United States of America)",6th August 1985 (age 36),9th September 2005 (16 years ago),Tony Nese,,,
11685,Semmy Schilt,290 lbs. (132 kg) at 6'11'' (2.11 m),"Rotterdam, Zuid-Holland (Netherlands)",27th October 1973 (age 48),16th May 1996 (25 years ago),Semmy Schilt,,,
2834,Mark Sloan,170 lbs. (77 kg) at 5'10'' (1.78 m),"Portsmouth, Hampshire, England (United Kingdom)",7th July 1978 (age 43),19th September 1995 (26 years ago),Mark Sloan,,,
8889,Anthony Kewoa Johnson,205 lbs. (93 kg) at 6'2'' (1.88 m),"Dublin, Georgia (United States of America)",6th March 1984 (age 38),16th August 2006 (15 years ago),Anthony Johnson,,,
10558,Ryan DuWayne Bader,205 lbs. (93 kg) at 6'2'' (1.88 m),"Reno, Nevada (United States of America)",7th May 1983 (age 38),31st March 2007 (14 years ago),Ryan Bader,,,
32566,Brianna Rae Sparrey,,"Chicago, Illinois (United States of America)",25th August 1992 (age 29),,Kylie Rae ,,,
227,André René Roussimoff,520 lbs. (236 kg) at 7'4'' (2.24 m),"Coulommiers, Île-de-France (France)",19th May 1946,1964,André the Giant,27th January 1993,,
1527,Joseph Adriano Marella,180 lbs. (82 kg) at 6'1'' (1.85 m),"Willingboro, New Jersey (United States of America)",28th February 1963,1983,Joey Marella,4th July 1994,,
474,Elizabeth Ann Hulette,115 lbs. (52 kg) at 5'4'' (1.63 m),"Frankfort, Kentucky (United States of America)",19th November 1960,??th May 1985,Miss Elizabeth ,1st May 2003,,
490,Ed McGuckin,182 lbs. (83 kg) at 6'2'' (1.88 m),"New York City, New York (United States of America)",16th December 1983 (age 38),16th November 2002 (19 years ago),Jigsaw,,,
3245,Roderick James McMahon,,"New York City, New York (United States of America)",26th May 1882,,Jess McMahon,22nd November 1954,,
1366,William Jason Massengale,195 lbs. (88 kg) at 6'1'' (1.85 m),"Gainesville, Georgia (United States of America)",,,Jason Cross,,,
1739,Danny Warren,174 lbs. (79 kg) at 5'11'' (1.80 m),"Winnipeg, Manitoba (Canada)",23rd March 1987 (age 34),8th January 2003 (19 years ago),Danny Duggan,,,
3678,Raúl Santillana,,"Ciudad de México, Ciudad de México (Mexico)",1959,,Mr. Ráfaga,,,
4553,Víctor Manuel González Barajas,253 lbs. (115 kg) at 5'11'' (1.80 m),"Ciudad de México, Ciudad de México (Mexico)",5th October 1936 (age 85),1953,Black Gordman,,,
5368,Dorrance Wilhelm Funk,230 lbs. (104 kg) at 5'11'' (1.80 m),"Hammond, Indiana (United States of America)",4th May 1919,,Dory Funk,3rd June 1973,,
8136,Bradley Gray Maynard,155 lbs. (70 kg) at 5'8'' (1.73 m),"Las Vegas, Nevada (United States of America)",9th May 1979 (age 42),21st April 2006 (15 years ago),Gray Maynard,,,
11787,Jérôme Le Banner,265 lbs. (120 kg) at 6'3'' (1.91 m),"Le Havre, Normandie (France)",26th December 1972 (age 49),31st December 2001 (20 years ago),Jérôme Le Banner,,,
13373,unknown,195 lbs. (88 kg) at 5'9'' (1.75 m),Ohio (United States of America),3rd August 1872,1892,Tom Jenkins,19th June 1957,,
15881,Misaki Ohata,120 lbs. (54 kg) at 5'1'' (1.55 m),"Sendai, Miyagi (Japan)",5th January 1989 (age 33),10th December 2006 (15 years ago),Misaki Ohata ,,,
19083,unknown,88 lbs. (40 kg) at 4'9'' (1.45 m),"Kamisu, Ibaraki (Japan)",6th September 1997 (age 24),16th January 2010 (12 years ago),Tsukushi ,,,
23329,unknown,215 lbs. (98 kg) at 5'10'' (1.78 m),"Waxahachie, Texas (United States of America)",8th August ???,3rd May 2009 (12 years ago),Bob Murdoch,,,
28649,unknown,115 lbs. (52 kg) at 5'1'' (1.55 m),"Fukuoka, Fukuoka (Japan)",29th September 1997 (age 24),6th July 2014 (7 years ago),Hazuki ,,,
28729,Kris Hernández,112 lbs. (51 kg) at 4'10'' (1.47 m),"Chicago, Illinois (United States of America)",12th August 1984 (age 37),10th August 2014 (7 years ago),Kris Wolf ,,,
31500,Amy Samardzija,,"London, Greater London, England (United Kingdom)",8th November 1999 (age 22),4th June 2016 (5 years ago),Candy Floss,,,
36096,Andrew Williams,273 lbs. (124 kg) at 6'3'' (1.91 m),"Buffalo, New York (United States of America)",,20th March 2016 (5 years ago),The Butcher,,,
1429,Shohei Baba,310 lbs. (141 kg) at 6'10'' (2.08 m),"Sanjo, Niigata (Japan)",23rd January 1938,30th September 1960 (61 years ago),Giant Baba,31st January 1999,,
1721,Naoki Numazawa,216 lbs. (98 kg) at 5'8'' (1.73 m),"Honjo, Saitama (Japan)",7th June 1977 (age 44),27th November 2000 (21 years ago),"""Kokutenshi"" Jaki Numazawa",,,
489,Peter Williams,178 lbs. (81 kg) at 5'7'' (1.70 m),"Windsor, Ontario (Canada)",26th August 1981 (age 40),2001,Petey Williams,,,
24986,Trevor Lee Caddell,210 lbs. (95 kg) at 5'11'' (1.80 m),"Cameron, North Carolina (United States of America)",30th September 1993 (age 28),??th October 2007,Cameron Grimes,,,
7723,Damian Mackle,322 lbs. (146 kg) at 6'4'' (1.93 m),"Belfast, Belfast, Northern Ireland (United Kingdom)",20th February 1985 (age 37),2nd April 2005 (16 years ago),Killian Dain,,,
255,Mark Pugh,180 lbs. (82 kg) at 6'0'' (1.83 m),"Laurel, Delaware (United States of America)",17th January 1985 (age 37),20th May 2000 (21 years ago),Mark Briscoe,,,
3207,Andreas Uhlmann,243 lbs. (110 kg) at 6'3'' (1.91 m),"Nürnberg, Bayern (Germany)",22nd September 1983 (age 38),,Absolute Andy,,,
1418,David A. Adkisson,235 lbs. (107 kg) at 6'7'' (2.01 m),"Denton, Texas (United States of America)",22nd July 1958,??th June 1977,David Von Erich,10th February 1984,,
1477,Hiromasa Horiguchi,165 lbs. (75 kg) at 5'8'' (1.73 m),"Kumamoto, Kumamoto (Japan)",15th September 1978 (age 43),17th October 1998 (23 years ago),Genki Horiguchi,,,
1837,Andrei Arlovski,241 lbs. (109 kg) at 6'4'' (1.93 m),Minsk (Belarus),4th February 1979 (age 43),9th April 1999 (22 years ago),Andrei Arlovski,,,
2420,Joe Simon,225 lbs. (102 kg) at 5'11'' (1.80 m),"Newark, New Jersey (United States of America)",4th June 1955 (age 66),1977,Joe Malenko,,,
17951,Vannarah Riggs,115 lbs. (52 kg) at 5'6'' (1.68 m),"Seattle, Washington (United States of America)",30th June 1989 (age 32),2007,Su Yung ,,,
20467,Kimberly Ann Frankele,125 lbs. (57 kg) at 5'3'' (1.60 m),"Seattle, Washington (United States of America)",27th June 1990 (age 31),??th April 2011,Kimber Lee ,,,
2014,Toshie Uematsu,130 lbs. (59 kg) at 5'2'' (1.57 m),"Fujinomiya, Shizuoka (Japan)",14th April 1974 (age 47),15th April 1995 (26 years ago),Toshie Uematsu ,,,
2936,Brian Curtis Hildebrand,145 lbs. (66 kg) at 5'6'' (1.68 m),"Pittsburgh, Pennsylvania (United States of America)",21st January 1962,1984,Mark Curtis,8th September 1999,,
3882,Joshua Lemay,234 lbs. (106 kg) at 6'2'' (1.88 m),"Bolton, Ontario (Canada)",29th May 1987 (age 34),26th March 2006 (15 years ago),Josh Alexander,,,
5408,Kenneth Eugene Weaver,235 lbs. (107 kg) at 6'1'' (1.85 m),"Indianapolis, Indiana (United States of America)",17th November 1935,1954,Johnny Weaver,15th February 2008,,
7912,John Pesek,185 lbs. (84 kg) at 5'11'' (1.80 m),"Ravenna, Nebraska (United States of America)",2nd February 1894,,John Pesek,12th March 1978,,
12055,Scott Roger Jorgensen,135 lbs. (61 kg) at 5'4'' (1.63 m),"Payson, Utah (United States of America)",17th September 1982 (age 39),15th June 2006 (15 years ago),Scott Jorgensen,,,
12457,Nhat Nam Si Phan,145 lbs. (66 kg) at 5'6'' (1.68 m),"Westminster, California (United States of America)",13th March 1983 (age 38),6th October 2001 (20 years ago),Nam Phan,,,
31244,unknown,,"San Benedetto del Tronto, Marche (Italy)",17th July 1991 (age 30),1st March 2015 (7 years ago),Laura Di Matteo ,,,121 lbs. (55 kg)
661,Nicolas Dansereau,215 lbs. (98 kg) at 6'0'' (1.83 m),"Gatineau, Quebec (Canada)",20th July 1987 (age 34),17th January 2004 (18 years ago),Evil Uno,,,
486,unknown,192 lbs. (87 kg) at 5'10'' (1.78 m),"Boyertown, Pennsylvania (United States of America)",20th December 1979 (age 42),12th October 2002 (19 years ago),AKUMA,,,
1171,Ed McDaniel,280 lbs. (127 kg) at 5'11'' (1.80 m),"Bernice, Oklahoma (United States of America)",19th June 1938,1961,Wahoo McDaniel,19th April 2002,,
303,Trisa Hayes Laughlin,115 lbs. (52 kg) at 5'5'' (1.65 m),"Kalamazoo, Michigan (United States of America)",14th March 1969 (age 52),8th April 1995 (26 years ago),Beulah McGillicutty ,,,
1536,unknown,,"Gómez Palacio, Durango (Mexico)",10th June 1965 (age 56),29th May 1982 (39 years ago),Panterita del Ring,,5'10'' (1.78 m),
756,Cuauhtémoc Velazco Vargas,,"Guadalajara, Jalisco (Mexico)",1919,1937,Diablo Velazco,13th June 1999,,
1006,Akira Maeda,225 lbs. (102 kg) at 6'3'' (1.91 m),"Osaka, Osaka (Japan)",24th January 1959 (age 63),25th August 1978 (43 years ago),Akira Maeda,,,
3358,Oliver Biney,220 lbs. (100 kg) at 6'1'' (1.85 m),"Leeds, West Yorkshire, England (United Kingdom)",8th August 1983 (age 38),,Rampage Brown,,,
9224,Isami Kodaka,165 lbs. (75 kg) at 5'8'' (1.73 m),"Yokohama, Kanagawa (Japan)",27th September 1981 (age 40),18th July 2002 (19 years ago),Isami Kodaka,,,
14981,Sebastian Hackl,216 lbs. (98 kg) at 6'1'' (1.85 m),"Passau, Bayern (Germany)",4th October 1980 (age 41),,Sebastian Hackl,,,
434,Jimmy Ray Hart,166 lbs. (75 kg) at 5'10'' (1.78 m),"Memphis, Tennessee (United States of America)",1st January 1944 (age 78),1979,Jimmy Hart,,,
2583,Aaron Frobel,249 lbs. (113 kg) at 5'11'' (1.80 m),"Oshawa, Ontario (Canada)",13th December 1986 (age 35),19th November 2004 (17 years ago),Michael Elgin,,,
1446,Jazmín Benítez,147 lbs. (67 kg) at 5'7'' (1.70 m),"Waterbury, Connecticut (United States of America)",17th November 1980 (age 41),12th November 2000 (21 years ago),Mercedes Martínez ,,,
18407,Shaul Marie Rehwoldt,,"El Paso, Texas (United States of America)",14th October 1990 (age 31),4th February 2011 (11 years ago),Shaul Guerrero ,,5'3'' (1.60 m),
20356,Clement Petiot,220 lbs. (100 kg) at 5'11'' (1.80 m),"Amiens, Hauts-de-France (France)",7th September 1985 (age 36),6th December 2009 (12 years ago),Tristan Archer,,,
1843,Mark Coleman,205 lbs. (93 kg) at 6'1'' (1.85 m),"Columbus, Ohio (United States of America)",20th December 1964 (age 57),12th July 1996 (25 years ago),Mark Coleman,,,
8086,Nicholas Robert Díaz,170 lbs. (77 kg) at 6'1'' (1.85 m),"Stockton, California (United States of America)",2nd August 1983 (age 38),31st August 2001 (20 years ago),Nick Díaz,,,
16305,unknown,,,,,Gavin Loudspeaker,,,
368,Manuel González Rivera,211 lbs. (96 kg) at 5'9'' (1.75 m),"Zacatecas, Zacatecas (Mexico)",13th April 1936,16th July 1961 (60 years ago),Dr. Wagner,12th September 2004,,
1351,Marc-André Boulanger,238 lbs. (108 kg) at 6'2'' (1.88 m),"Montréal, Quebec (Canada)",,1996,The Beast King FTM,,,
2221,Atsushi Aoki,176 lbs. (80 kg) at 5'7'' (1.70 m),"Tokyo, Tokyo (Japan)",25th September 1977,24th December 2005 (16 years ago),Atsushi Aoki,3rd June 2019,,
3929,Axel Dieter Barthel,234 lbs. (106 kg) at 6'2'' (1.88 m),"Hannover, Niedersachsen (Germany)",14th December 1933,1955,Axel Dieter,28th September 2015,,
5876,AJ Larocque,271 lbs. (123 kg) at 6'0'' (1.83 m),"Winnipeg, Manitoba (Canada)",14th April 1986 (age 35),??th May 2002,AJ Sánchez,,,
7783,Chris Scott Lytle,170 lbs. (77 kg) at 5'11'' (1.80 m),"Indianapolis, Indiana (United States of America)",18th August 1974 (age 47),13th February 1999 (23 years ago),Chris Lytle,,,
9995,George Sotiropoulos,155 lbs. (70 kg) at 5'10'' (1.78 m),"Geelong, Victoria (Australia)",9th July 1977 (age 44),20th November 2004 (17 years ago),George Sotiropoulos,,,
10302,Rachelle Leah,115 lbs. (52 kg) at 5'7'' (1.70 m),"San Carlos, California (United States of America)",20th August 1984 (age 37),2003,Rachelle Leah,,,
