,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
7303,Jacques Joseph Rosaire Bernard Prud'homme,250 lbs. (113 kg) at 6'2'' (1.88 m),"Saint-Jérôme, Quebec (Canada)",6th June 1921,1952,Brute Bernard,14th July 1984,,
7850,unknown,263 lbs. (119 kg) at 6'6'' (1.98 m),"Sequals, Friuli-Venezia Giulia (Italy)",26th October 1906,,Primo Carnera,29th June 1967,,
8534,Bryan Scott Smith,170 lbs. (77 kg) at 6'0'' (1.83 m),"Reno, Nevada (United States of America)",21st May 1979 (age 42),15th June 2001 (20 years ago),Scott Smith,,,
9373,Rhys Murphy,,"Newport, Monmouthshire, Wales (United Kingdom)",15th May 1984 (age 37),,Rhys Richards,,5'10'' (1.78 m),
10270,James Christopher Varner,155 lbs. (70 kg) at 5'8'' (1.73 m),"Phoenix, Arizona (United States of America)",12th October 1984 (age 37),23rd March 2003 (18 years ago),Jamie Varner,,,
11466,Brian David Bowles,135 lbs. (61 kg) at 5'7'' (1.70 m),"Charleston, West Virginia (United States of America)",20th June 1980 (age 41),12th May 2006 (15 years ago),Brian Bowles,,,
15460,Genki Sudo,155 lbs. (70 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",8th March 1978 (age 44),6th June 1998 (23 years ago),Genki Sudo,,,
16136,Kyle Rasmussen,303 lbs. (137 kg) at 6'4'' (1.93 m),"Hadley, Michigan (United States of America)",21st March 1981 (age 40),2009,Conrad Tanner,,,
17162,George William Flagg,220 lbs. (100 kg) at 6'4'' (1.93 m),"Braintree, Vermont (United States of America)",9th April 1839,,George William Flagg,14th September 1919,,
17319,Travis Browne,240 lbs. (109 kg) at 6'7'' (2.01 m),"Honolulu, Hawaii (United States of America)",27th August 1981 (age 40),7th February 2009 (13 years ago),Travis Browne,,,
17603,Ryan Couture,155 lbs. (70 kg) at 5'10'' (1.78 m),"Edmonds, Washington (United States of America)",27th August 1982 (age 39),13th August 2010 (11 years ago),Ryan Couture,,,
17853,Cody Steven McKenzie,145 lbs. (66 kg) at 6'0'' (1.83 m),"Cordova, Alaska (United States of America)",16th December 1987 (age 34),21st April 2007 (14 years ago),Cody McKenzie,,,
18392,Gavin Watkins,165 lbs. (75 kg) at 5'8'' (1.73 m),"Abertillery, Blaenau Gwent, Wales (United Kingdom)",13th April 1990 (age 31),2009,Flash Morgan Webster,,,
19155,Amanda Nunes,135 lbs. (61 kg) at 5'5'' (1.65 m),"Salvador, Bahia (Brazil)",30th May 1988 (age 33),8th March 2008 (14 years ago),Amanda Nunes ,,,
26544,Kendra Smith,,"Denver, Colorado (United States of America)",30th October ???,,Kendall Skye ,,5'11'' (1.80 m),
27974,Johnny Davis Jr.,175 lbs. (79 kg) at 5'10'' (1.78 m),"Providence, Rhode Island (United States of America)",5th December 1989 (age 32),11th December 2009 (12 years ago),JT Dunn,,,
31005,Deveon Everheart Aiken,183 lbs. (83 kg) at 5'9'' (1.75 m),"Dayton, Ohio (United States of America)",2nd November ???,2011,Wes Lee,,,
31800,Rebecca Lucas,114 lbs. (52 kg) at 5'8'' (1.73 m),"Portsmouth, Hampshire, England (United Kingdom)",2nd May 1992 (age 29),,Zoe Lucas ,,,
37043,Antony Rafiq Khan,,"Champaign, Illinois (United States of America)",10th October 1982 (age 39),,Tony Khan,,,
2141,José Roberto Islas García,163 lbs. (74 kg) at 5'5'' (1.65 m),"Tetitlán, Guerrero (Mexico)",9th June 1977 (age 44),??th July 1997,Billy el Malo,,,
184,Joseph Carmine Bonsignore,165 lbs. (75 kg) at 5'7'' (1.70 m),"Stamford, Connecticut (United States of America)",14th July 1971 (age 50),19th June 1993 (28 years ago),Joey Styles,,,
4,James D. Fullington,244 lbs. (111 kg) at 6'3'' (1.91 m),"Philadelphia, Pennsylvania (United States of America)",16th June 1963 (age 58),1989,The Sandman,,,
637,unknown,200 lbs. (91 kg) at 5'7'' (1.70 m),"Chicago, Illinois (United States of America)",23rd December 1981 (age 40),22nd September 2001 (20 years ago),Arik Cannon,,,
1823,Tomoaki Honma,225 lbs. (102 kg) at 5'11'' (1.80 m),"Yamagata, Yamagata (Japan)",18th November 1976 (age 45),18th May 1997 (24 years ago),Tomoaki Honma,,,
897,Juan Conrado Aguilar Jáuregui,209 lbs. (95 kg) at 5'7'' (1.70 m),"Mexicali, Baja California (Mexico)",26th November 1958,??th February 1972,El Texano,15th January 2006,,
1266,Henry Faggart,250 lbs. (113 kg) at 5'11'' (1.80 m),"Concord, North Carolina (United States of America)",26th June 1930,1952,Jackie Fargo,24th June 2013,,
5824,Daisuke Nakae,200 lbs. (91 kg) at 5'9'' (1.75 m),"Tokushima, Tokushima (Japan)",1st January 1985 (age 37),23rd December 2007 (14 years ago),Ken-o,,,
19835,Jeremiah Riggs,200 lbs. (91 kg) at 6'0'' (1.83 m),"Vicksburg, Mississippi (United States of America)",17th December 1982 (age 39),22nd September 2007 (14 years ago),Jeremiah Riggs,,,
31183,Zhao Xia,136 lbs. (62 kg) at 5'3'' (1.60 m),"Chóngqìng, Chóngqìng (China)",28th July 1988 (age 33),13th July 2017 (4 years ago),Xia Li ,,,
8450,John Tunney Jr.,,"Toronto, Ontario (Canada)",1935,1984,Jack Tunney,24th January 2004,,
30211,Lionel Gerard Green,161 lbs. (73 kg) at 5'6'' (1.68 m),"Lanham, Maryland (United States of America)",11th November 1994 (age 27),4th October 2014 (7 years ago),Lio Rush,,,
1100,Shigeki Sato,214 lbs. (97 kg) at 5'7'' (1.70 m),"Odate, Akita (Japan)",17th August 1969 (age 52),3rd April 1991 (30 years ago),Dick Togo,,,
2289,Thomas Jones,185 lbs. (84 kg) at 6'1'' (1.85 m),"Fareham, Hampshire, England (United Kingdom)",,??th August 1999,The UK Kid,,,
9350,Jake Shields,185 lbs. (84 kg) at 6'0'' (1.83 m),"Mountain Ranch, California (United States of America)",9th January 1979 (age 43),23rd October 1999 (22 years ago),Jake Shields,,,
12110,Chris Brookes,185 lbs. (84 kg) at 6'7'' (2.01 m),United Kingdom,,9th December 2007 (14 years ago),Chris Brookes,,,
493,Edward Moore,245 lbs. (111 kg) at 6'2'' (1.88 m),"Yonkers, New York (United States of America)",12th December 1981 (age 40),2001,Eddie Kingston,,,
12165,Noam Dar,178 lbs. (81 kg) at 5'9'' (1.75 m),Be'er Ja'akow (Israel),28th July 1993 (age 28),2008,Noam Dar,,,
22234,Sarah Rowe,128 lbs. (58 kg) at 5'7'' (1.70 m),"Jeffersonville, Indiana (United States of America)",9th September 1993 (age 28),8th November 2011 (10 years ago),Sarah Logan ,,,
566,Adam O'Brien,235 lbs. (107 kg) at 6'2'' (1.88 m),"Chicago, Illinois (United States of America)",24th June 1978 (age 43),16th May 1996 (25 years ago),Adam Pearce,,,
23,Peter Alan Gruner Jr.,195 lbs. (88 kg) at 5'11'' (1.80 m),"Allentown, Pennsylvania (United States of America)",11th May 1974 (age 47),11th September 1994 (27 years ago),Billy Kidman,,,
16537,Jesse Allen White,250 lbs. (113 kg) at 6'2'' (1.88 m),"Denver, Colorado (United States of America)",19th April 1986 (age 35),7th November 2009 (12 years ago),Jake Carter,,,
1098,Nancy Elizabeth Benoit,,"Edmonton, Alberta (Canada)",17th May 1964,7th July 1984 (37 years ago),Woman ,22nd June 2007,,
31271,Ashley Louise Urbanski,125 lbs. (57 kg) at 5'6'' (1.68 m),"Los Angeles, California (United States of America)",14th March 1992 (age 30),20th April 2014 (7 years ago),Shotzi ,,,
1607,Ronald William Arneill,225 lbs. (102 kg) at 6'3'' (1.91 m),"St. Catharines, Ontario (Canada)",19th February 1981 (age 41),??th March 2002,Shawn Spears,,,
3206,unknown,216 lbs. (98 kg) at 5'10'' (1.78 m),"Berlin, Berlin (Germany)",9th June ???,1994,Mike Chaer,,,
17552,Richard Swann,170 lbs. (77 kg) at 5'6'' (1.68 m),"Baltimore, Maryland (United States of America)",15th February 1991 (age 31),??th June 2008,Rich Swann,,,
1252,Jessica Kresa,130 lbs. (59 kg) at 5'6'' (1.68 m),"Las Vegas, Nevada (United States of America)",6th June 1978 (age 43),??th August 2001,ODB ,,,
30261,Gionna Jene Daddio,125 lbs. (57 kg) at 5'4'' (1.63 m),"Paramus, New Jersey (United States of America)",8th June 1994 (age 27),27th June 2015 (6 years ago),Liv Morgan ,,,
1003,Takeshi Inoue,287 lbs. (130 kg) at 6'3'' (1.91 m),"Sakurai, Nara (Japan)",20th December 1972 (age 49),11th March 2000 (22 years ago),Takeshi Rikio,,,
930,Akira Nogami,218 lbs. (99 kg) at 5'11'' (1.80 m),"Narashino, Chiba (Japan)",13th March 1966 (age 56),12th October 1984 (37 years ago),AKIRA,,,
3836,Aurelio Ortiz Villavicencio,276 lbs. (125 kg) at 5'11'' (1.80 m),"Ciudad de México, Ciudad de México (Mexico)",30th June 1953,29th November 1970 (51 years ago),El Hombre Bala,17th November 2018,,
29643,Joseph Hendry,225 lbs. (102 kg) at 6'2'' (1.88 m),"Edinburgh, Edinburgh, Scotland (United Kingdom)",2nd May 1988 (age 33),??th October 2013,Joe Hendry,,,
1118,Tom Carter,183 lbs. (83 kg) at 5'8'' (1.73 m),"Babylon, New York (United States of America)",8th September ???,1995,Tom Carter,,,
2276,unknown,209 lbs. (95 kg) at 5'10'' (1.78 m),"Onomichi, Hiroshima (Japan)",18th May 1977 (age 44),??th May 2002,Danshoku Dino,,,
2422,unknown,,Jalisco (Mexico),26th August 1972 (age 49),1993,Máscara Divina,,,
13681,Brendan Peter Schaub,240 lbs. (109 kg) at 6'4'' (1.93 m),"Aurora, Colorado (United States of America)",18th March 1983 (age 39),13th June 2008 (13 years ago),Brendan Schaub,,,
25329,Lance Anoai,,"Allentown, Pennsylvania (United States of America)",,,Lance Anoai,,,
25438,TaDarius Thomas,210 lbs. (95 kg) at 5'8'' (1.73 m),"Detroit, Michigan (United States of America)",,,TaDarius Thomas,,,
1256,Don Kalt,275 lbs. (125 kg) at 5'11'' (1.80 m),"Pensacola, Florida (United States of America)",3rd October ???,1951,Don Fargo,,,
1545,William Snip,240 lbs. (109 kg) at 6'2'' (1.88 m),"Dundas, Ontario (Canada)",17th May 1932,1954,Billy Red Lyons,22nd June 2009,,
1717,Robert Frederick Geigel,230 lbs. (104 kg) at 5'11'' (1.80 m),"Algona, Iowa (United States of America)",1st October 1924,1950,Bob Geigel,30th October 2014,,
3292,Peter Thornley,200 lbs. (91 kg) at 6'2'' (1.88 m),"Stoke-on-Trent, Staffordshire, England (United Kingdom)",19th October 1946 (age 75),??th November 1964,Kendo Nagasaki,,,
5930,Jon Skrypnyk,245 lbs. (111 kg) at 6'3'' (1.91 m),"Selkirk, Manitoba (Canada)",17th July 1981 (age 40),30th May 2002 (19 years ago),Jon Cutler,,,
9255,Mark Hominick,145 lbs. (66 kg) at 5'8'' (1.73 m),"Thamesford, Ontario (Canada)",22nd July 1982 (age 39),15th June 2002 (19 years ago),Mark Hominick,,,
10110,Guy Mezger,200 lbs. (91 kg) at 6'1'' (1.85 m),"Houston, Texas (United States of America)",1st January 1968 (age 54),16th December 1994 (27 years ago),Guy Mezger,,,
15573,unknown,,"East Lansing, Michigan (United States of America)",11th July 1985 (age 36),2006,Louis Lyndon,,,
16317,Christian Specht,209 lbs. (95 kg) at 5'9'' (1.75 m),Niedersachsen (Germany),6th October 1991 (age 30),2009,Freddy Stahl,,,
21246,Mark Coffey,235 lbs. (107 kg) at 6'2'' (1.88 m),"Glasgow, Glasgow, Scotland (United Kingdom)",1990,20th August 2010 (11 years ago),Mark Coffey,,,
22984,unknown,209 lbs. (95 kg) at 6'0'' (1.83 m),West Virginia (United States of America),,2004,Jason Kincaid,,,
374,Roberto González Cruz,215 lbs. (98 kg) at 6'0'' (1.83 m),"Yahualica, Jalisco (Mexico)",22nd May 1946,1960,El Solitario,6th April 1986,,
395,José Díaz Velázquez,216 lbs. (98 kg) at 5'11'' (1.80 m),"Ciudad de México, Ciudad de México (Mexico)",6th July 1929,8th October 1954 (67 years ago),Ray Mendoza,16th April 2003,,
633,Ai Fujita,125 lbs. (57 kg) at 5'3'' (1.60 m),"Gifu, Gifu (Japan)",15th February 1976 (age 46),18th July 1998 (23 years ago),Ai Fujita ,,,
1282,Tatsuo Hoshino,209 lbs. (95 kg) at 5'7'' (1.70 m),"Kobe, Hyogo (Japan)",9th October 1943,22nd December 1961 (60 years ago),Kantaro Hoshino,25th November 2010,,
1442,Tom Howard,260 lbs. (118 kg) at 6'4'' (1.93 m),"Huntington Beach, California (United States of America)",26th December 1969 (age 52),1994,Tom Howard,,,
1473,Susumu Hara,202 lbs. (92 kg) at 5'11'' (1.80 m),"Isahaya, Nagasaki (Japan)",8th January 1947,23rd June 1978 (43 years ago),Ashura Hara,28th April 2015,,
1727,Seiji Yamakawa,198 lbs. (90 kg) at 5'8'' (1.73 m),"Teshikaga, Hokkaido (Japan)",2nd April 1970 (age 51),25th October 1994 (27 years ago),Ryuji Yamakawa,,,
1857,Hiroki Tanahabe,185 lbs. (84 kg) at 5'9'' (1.75 m),"Morioka, Iwate (Japan)",13th December 1981 (age 40),19th November 2000 (21 years ago),Nio,,,
1867,unknown,220 lbs. (100 kg) at 5'10'' (1.78 m),"Hirakata, Osaka (Japan)",27th January 1985 (age 37),23rd November 2003 (18 years ago),Yuji Hino,,,
1968,Christopher L. Jackson,260 lbs. (118 kg) at 6'3'' (1.91 m),"Thunder Bay, Ontario (Canada)",10th June 1960 (age 61),5th March 1982 (40 years ago),Cueball Carmichael,,,
1975,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),Japan,14th January ???,20th April 2002 (19 years ago),DJ Nira,,,
2019,Sonoko Kato,143 lbs. (65 kg) at 5'2'' (1.57 m),"Kasugai, Aichi (Japan)",11th June 1976 (age 45),15th April 1995 (26 years ago),Sonoko Kato ,,,
2045,Miho Wakizawa,132 lbs. (60 kg) at 5'4'' (1.63 m),"Isumi, Chiba (Japan)",9th October 1979 (age 42),28th July 1996 (25 years ago),Miho Wakizawa ,,,
2476,Hubert Fritz,243 lbs. (110 kg) at 6'1'' (1.85 m),"Wien, Wien (Austria)",28th December 1960 (age 61),1990,Mr. Tattoo,,,
2668,Jerry Martin Matthews,245 lbs. (111 kg) at 5'10'' (1.78 m),"Phoenix, Arizona (United States of America)",16th December ???,1947,Jerry Graham,24th January 1997,,
2679,Nate Mattson,200 lbs. (91 kg) at 6'0'' (1.83 m),"Detroit, Michigan (United States of America)",21st February 1977 (age 45),24th November 1996 (25 years ago),N8 Mattson,,,
2892,unknown,,"Guadalajara, Jalisco (Mexico)",30th December 1989 (age 32),,Infierno,,,
3241,Emile Goguen,225 lbs. (102 kg) at 6'0'' (1.83 m),"Shediac, New Brunswick (Canada)",20th October 1936 (age 85),10th October 1955 (66 years ago),Emile Dupre,,,
3380,Dylan Miller,175 lbs. (79 kg) at 6'0'' (1.83 m),"Maple Ridge, British Columbia (Canada)",,10th August 2002 (19 years ago),Artemis Spencer,,,
3701,Daisuke Kimata,161 lbs. (73 kg) at 5'6'' (1.68 m),"Toki, Gifu (Japan)",22nd September 1982 (age 39),8th December 2006 (15 years ago),Mondai Ryu,,,
3872,Tatsumi Kitahara,243 lbs. (110 kg) at 6'0'' (1.83 m),"Fukuoka, Fukuoka (Japan)",9th March 1964 (age 58),8th April 1988 (33 years ago),Koki Kitahara,,,
4373,Don Yates,230 lbs. (104 kg) at 6'4'' (1.93 m),Arizona (United States of America),28th February 1970 (age 52),,Wolf,,,
4512,Angus Scott,,"Hamilton, Ontario (Canada)",27th May 1934,1954,Sandy Scott,10th March 2010,,
4604,Marc Koehn,243 lbs. (110 kg) at 5'11'' (1.80 m),"Kiel, Schleswig-Holstein (Germany)",27th June 1979 (age 42),1996,Marc King,,,
5627,Bill Soloweyko,365 lbs. (166 kg) at 6'0'' (1.83 m),"Calgary, Alberta (Canada)",1st December 1931,,Klondike Bill,3rd October 2000,,
6134,Justin Richardson,196 lbs. (89 kg) at 5'10'' (1.78 m),"London, Greater London, England (United Kingdom)",24th August 1975 (age 46),1994,Justin Richards,,,
7328,unknown,215 lbs. (98 kg) at 6'0'' (1.83 m),"Sebring, Florida (United States of America)",,1999,Kahagas,,,
7545,Goran Reljic,205 lbs. (93 kg) at 6'3'' (1.91 m),Zadar (Croatia),20th March 1984 (age 37),4th April 2004 (17 years ago),Goran Reljic,,,
7999,unknown,235 lbs. (107 kg) at 5'10'' (1.78 m),"San Antonio, Texas (United States of America)",1976,2000,Spiro,30th November 2011,,
8166,Michael Oberegger,,"Burlington, Ontario (Canada)",20th September 1985 (age 36),,Mike Rollins,,6'2'' (1.88 m),
8683,Michelle Kathleen McGuirk,118 lbs. (54 kg) at 5'6'' (1.68 m),"Claremore, Oklahoma (United States of America)",16th March ???,1987,Mike McGuirk ,,,
8814,Hugo Savinovich Noboa,,Ecuador,15th February 1959 (age 63),,Hugo Savinovich,,,
8893,Mark Bartolucci,211 lbs. (96 kg) at 5'11'' (1.80 m),"Greater Sudbury, Ontario (Canada)",1st June ???,1998,El Tornado,,,
9172,Tom Barrett,256 lbs. (116 kg) at 6'3'' (1.91 m),United States of America,,1986,Tom Barrett,,,
9309,unknown,195 lbs. (88 kg) at 5'11'' (1.80 m),"Manchester, Greater Manchester, England (United Kingdom)",1984,2002,Declan OConnor,,,
9455,Takeshi Inoue,145 lbs. (66 kg) at 5'8'' (1.73 m),Kanagawa (Japan),18th March 1980 (age 42),30th May 2003 (18 years ago),Takeshi Inoue,,,
9456,Din Thomas,145 lbs. (66 kg) at 5'9'' (1.75 m),"Wilmington, Delaware (United States of America)",28th September 1976 (age 45),28th October 1998 (23 years ago),Din Thomas,,,
9745,Kathryn Ann Wallace,149 lbs. (68 kg) at 5'5'' (1.65 m),"Modesto, California (United States of America)",13th January 1983 (age 39),2008,Trina Michaels,,,
10014,Michihiro Omigawa,145 lbs. (66 kg) at 5'6'' (1.68 m),"Ibaraki, Ibaraki (Japan)",19th December 1975 (age 46),22nd May 2005 (16 years ago),Michihiro Omigawa,,,
11990,Remco Pardoel,250 lbs. (113 kg) at 6'2'' (1.88 m),Noord-Brabant (Netherlands),13th May 1969 (age 52),11th March 1994 (28 years ago),Remco Pardoel,,,
12428,Hiroyuki Takaya,145 lbs. (66 kg) at 5'6'' (1.68 m),Chiba (Japan),10th June 1977 (age 44),6th February 2003 (19 years ago),Hiroyuki Takaya,,,
12701,Riki Tosaki,185 lbs. (84 kg) at 6'0'' (1.83 m),"Tokyo, Tokyo (Japan)",6th January 1981 (age 41),16th April 2004 (17 years ago),Riki Fukuda,,,
12802,Luis Eduardo González Ramírez,176 lbs. (80 kg) at 5'7'' (1.70 m),"Guadalajara, Jalisco (Mexico)",1st January 1972 (age 50),18th September 1993 (28 years ago),Azazel,,,
13904,Wayne Sawyer,,"York, South Carolina (United States of America)",4th November 1948,,Buzz Tyler,11th November 2021,,
14037,Justin Wilcox,155 lbs. (70 kg) at 5'6'' (1.68 m),"San José, California (United States of America)",1978,15th July 2006 (15 years ago),Justin Wilcox,,,
15913,unknown,123 lbs. (56 kg) at 5'2'' (1.57 m),"Yokkaichi, Mie (Japan)",9th October 1979 (age 42),19th September 2004 (17 years ago),Shu Shibutani ,,,
16328,unknown,,New York (United States of America),19th August 1978 (age 43),,Court Bauer,,6'1'' (1.85 m),
16539,unknown,340 lbs. (154 kg) at 6'3'' (1.91 m),Texas (United States of America),12th July ???,17th October 2009 (12 years ago),Sam Stackhouse,,,
17217,unknown,163 lbs. (74 kg) at 5'6'' (1.68 m),"Saltillo, Coahuila de Zaragoza (Mexico)",14th February 1981 (age 41),23rd May 2003 (18 years ago),Relámpago,,,
17636,Rhiannon Stephanie Docherty,140 lbs. (64 kg) at 5'7'' (1.70 m),"Belfast, Belfast, Northern Ireland (United Kingdom)",13th May 1985 (age 36),2009,Rhia O'Reilly ,,,
18813,Christian Jarosch,209 lbs. (95 kg) at 5'11'' (1.80 m),"Rüsselsheim, Hessen (Germany)",10th October 1986 (age 35),28th November 2009 (12 years ago),Chris Rush,,,
20359,Justin Ross Edwards,170 lbs. (77 kg) at 5'10'' (1.78 m),"Mansfield, Ohio (United States of America)",26th January 1983 (age 39),21st November 2008 (13 years ago),Justin Edwards,,,
21214,unknown,137 lbs. (62 kg) at 5'5'' (1.65 m),"Torreón, Coahuila de Zaragoza (Mexico)",8th May 1994 (age 27),6th May 2007 (14 years ago),Halcón Suriano Jr.,,,
21275,unknown,172 lbs. (78 kg) at 5'7'' (1.70 m),"Meerane, Sachsen (Germany)",,,Johnny Rancid,,,
21969,Broderick Shepherd,,"Melbourne, Victoria (Australia)",,2003,Australian Suicide,,,
22076,Ché Mills,170 lbs. (77 kg) at 6'1'' (1.85 m),"Gloucester, Gloucestershire, England (United Kingdom)",29th October 1982 (age 39),9th November 2003 (18 years ago),Ché Mills,,,
24003,Roy Giesow,179 lbs. (81 kg) at 5'9'' (1.75 m),"Chemnitz, Sachsen (Germany)",15th December 1991 (age 30),1st October 2011 (10 years ago),Roy Rumble,,,
25658,Tony Luftman,,,,,Tony Dawson,,,
26007,Jay Batista,260 lbs. (118 kg) at 6'2'' (1.88 m),"Baltimore, Maryland (United States of America)",,2008,Jay Batista,,,
26386,unknown,150 lbs. (68 kg) at 5'7'' (1.70 m),"Allentown, Pennsylvania (United States of America)",7th November 1988 (age 33),21st June 2008 (13 years ago),John Francis of Coronado,,,
26688,unknown,238 lbs. (108 kg) at 5'10'' (1.78 m),"Matsusaka, Mie (Japan)",28th January 1992 (age 30),13th April 2012 (9 years ago),Hideyoshi Kamitani,,,
27546,Kaho Kobayashi,117 lbs. (53 kg) at 5'0'' (1.52 m),"Kasukabe, Saitama (Japan)",12th May 1992 (age 29),2012,Kaho Kobayashi ,,,
28928,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),"Dresden, Sachsen (Germany)",11th May 1996 (age 25),2013,Laurance Roman,,,
29821,Christian Bischof,187 lbs. (85 kg) at 5'10'' (1.78 m),Thüringen (Germany),24th January 1988 (age 34),6th July 2013 (8 years ago),Christian Bischof,,,
