,Real Name,Birthplace,Date of Birth,Date of Death,wrestler_name,Debut,Weight,Weight and Height,Height
7926,Jorge Cuamea López,"Acapulco de Juárez, Guerrero (Mexico)",,,Pequeño Aristóteles,,,,
7927,unknown,"Xalapa Enríquez, Veracruz de Ignacio de la Llave (Mexico)",1983,,Rey Jaguar,,,,
7928,Lewis Blain,,1966,,Lewis Blain,??th June 1983,,,
7929,unknown,Mexico,,,Beto Alcala,,,,
7931,Rogelio Bustos Tovar,"Monterrey, Nuevo León (Mexico)",3rd March 1958 (age 64),,Mongol Chino,??th August 1984,,,5'7'' (1.70 m)
7932,unknown,"Monterrey, Nuevo León (Mexico)",30th May 1972 (age 49),,Mongol Chino Jr.,,,,5'9'' (1.75 m)
7933,unknown,Mexico,1986,,Piloto Infernal,11th August 2002 (19 years ago),,154 lbs. (70 kg) at 5'10'' (1.78 m),
7935,Alejandro Flores Camarena,Mexico,,,Tarasco #1,27th July 1981 (40 years ago),,165 lbs. (75 kg) at 5'4'' (1.63 m),
7936,unknown,Mexico,,,Tarasco #2,,,,
7938,Barry Malone,,,,B. Cool,,,169 lbs. (77 kg) at 5'10'' (1.78 m),
7940,unknown,"Tampico, Tamaulipas (Mexico)",3rd September 1977 (age 44),,Sadico,1996,,188 lbs. (85 kg) at 5'10'' (1.78 m),
7941,Robert W. Bosold,,26th November 1966,23rd October 2005,Bobby Black,,,,
7943,unknown,"Kidderminster, Worcestershire, England (United Kingdom)",20th December 1988 (age 33),,Vicky Morton ,??th October 2006,,115 lbs. (52 kg) at 5'5'' (1.65 m),
7944,unknown,"Newport, Monmouthshire, Wales (United Kingdom)",6th June 1987 (age 34),,Mike Bird,,,205 lbs. (93 kg) at 5'10'' (1.78 m),
7945,unknown,"Melksham, Wiltshire, England (United Kingdom)",,,Atom,,,185 lbs. (84 kg) at 5'10'' (1.78 m),
7948,unknown,"West Midlands, England (United Kingdom)",,,Kristian Lees,,190 lbs. (86 kg),,
7950,unknown,"Tijuana, Baja California (Mexico)",29th December 1969 (age 52),,Thunderbird,,,,
7951,unknown,"Trowbridge, Wiltshire, England (United Kingdom)",,,Hubert,,150 lbs. (68 kg),,
7952,unknown,"Market Drayton, Shropshire, England (United Kingdom)",,,Timm Wylie,,215 lbs. (98 kg),,
7953,Steven Cepello,,29th June 1949 (age 72),,Steve Strong,,,285 lbs. (129 kg) at 6'4'' (1.93 m),
7955,Earl Clarence Miller,"New York City, New York (United States of America)",5th August 1910,8th November 1990,Frank Remille,,,170 lbs. (77 kg) at 5'10'' (1.78 m),
7956,Malcolm Allen Estes,Oklahoma (United States of America),8th March 1913,1st July 2004,Balk Estes,,,190 lbs. (86 kg) at 5'11'' (1.80 m),
7959,William M. Kucmierowski,"Mineola, New York (United States of America)",22nd August 1974 (age 47),,Brimstone,1996,,275 lbs. (125 kg) at 6'2'' (1.88 m),
7962,unknown,,,,Justin Cage,,,,
7963,unknown,Vermont (United States of America),,,KC Blade,,,215 lbs. (98 kg) at 5'11'' (1.80 m),
7964,unknown,United States of America,,,Laithon,1997,,,6'7'' (2.01 m)
7967,unknown,"Colchester, Essex, England (United Kingdom)",1977,,Paul Tyrrell,,,210 lbs. (95 kg) at 5'11'' (1.80 m),
7969,unknown,"Sheffield, South Yorkshire, England (United Kingdom)",18th February 1980 (age 42),,Johnny Midnight,2003,,225 lbs. (102 kg) at 6'3'' (1.91 m),
7970,unknown,Veracruz de Ignacio de la Llave (Mexico),,,Lazzerman,1991,,190 lbs. (86 kg) at 5'9'' (1.75 m),
7972,unknown,Mexico,,,Dr. Markus,,,,
7973,unknown,"Guadalajara, Jalisco (Mexico)",,,Estrella de Plata,,,,
7974,Juan Sevilla González,"Guadalajara, Jalisco (Mexico)",,,Huracán Sevilla,1984,,,
7975,Selene Chávez Saiza,Mexico,14th March 1959 (age 63),,Selene ,1982,,,
7976,Gonzalo García,Mexico,,,El Migra,,,,
7977,unknown,Mexico,,,Comando Ruso,,,,
7978,Filiberto Estrella Calderón,Mexico,,,Fili Estrella,,,,
7979,unknown,"Tulancingo de Bravo, Hidalgo (Mexico)",23rd October 1965 (age 56),,La Fugitiva ,1991,,,
7980,unknown,Mexico,,,Shogun,,,200 lbs. (91 kg) at 5'8'' (1.73 m),
7981,unknown,"Monterrey, Nuevo León (Mexico)",,,La Felina ,1993,,,
7982,unknown,"Monterrey, Nuevo León (Mexico)",,,Princesa Yara ,2000,,,
7983,unknown,Mexico,,,Hipnosis,,,,
7984,unknown,Mexico,10th March 1982 (age 40),,Javi,30th April 2000 (21 years ago),,154 lbs. (70 kg) at 5'7'' (1.70 m),
7986,María Guadalupe Rubio López,Mexico,12th June ???,,Polly Star ,1992,,,
7987,unknown,Mexico,16th June 1955 (age 66),,Macabro,1975,,,
7988,unknown,Mexico,,,Norteño,,,,
7989,Antonio Medina Maldonado,"Monterrey, Nuevo León (Mexico)",4th August 1944 (age 77),,Jungla Negra,,,,
7990,unknown,Mexico,,,Jungla Negra Jr.,,,,
7992,Humberto Vela Verastegui,"Monterrey, Nuevo León (Mexico)",6th August 1931 (age 90),,Alex Romano,??th November 1952,,,
7993,unknown,"Guadalajara, Jalisco (Mexico)",16th August 1960 (age 61),,Charles Lucero,??th May 1975,,190 lbs. (86 kg) at 5'7'' (1.70 m),
7994,Ricardo Moreno Antonio,Veracruz de Ignacio de la Llave (Mexico),,,Pentagón,,,,
7995,Roberto Marco Rios Flores,"Monterrey, Nuevo León (Mexico)",,,Guerrero Griego,,,,
7996,Abe Harry Yourist,"Toledo, Ohio (United States of America)",9th September 1909,8th November 1993,Abe Yourist,,,250 lbs. (113 kg) at 6'2'' (1.88 m),
8002,Samuel Burke,"Montréal, Quebec (Canada)",8th April 1929 (age 92),,Sammy Berg,,,275 lbs. (125 kg) at 6'6'' (1.98 m),
8003,unknown,,,,Babe Caddock,,,,
8004,Jonathan DeLaun Heaton,Utah (United States of America),28th April 1904,21st September 1987,Brother Jonathan,,,240 lbs. (109 kg) at 6'0'' (1.83 m),
8005,unknown,"Zürich, Zürich (Switzerland)",,,Alfred Valentine,,,203 lbs. (92 kg) at 5'11'' (1.80 m),
8006,unknown,Taranaki (New Zealand),,,Dal Knox,,,220 lbs. (100 kg) at 5'11'' (1.80 m),
8007,Dory C. Detton,"Hatch, Idaho (United States of America)",12th March 1912,17th September 1991,Dory Detton,,,,
8008,Dean Henry Detton,"Richmond, Utah (United States of America)",27th June 1908,23rd February 1958,Dean Detton,,,202 lbs. (92 kg) at 5'10'' (1.78 m),
8009,Louis J. Eisenhart,"Royalton Township, Michigan (United States of America)",10th October 1931,13th December 1995,Lou Eisenhart,1951,,,
8010,Lawrence C. Grattenthaler,"Michigan City, Indiana (United States of America)",14th October 1931,19th May 2008,Red Baron,,,,
8012,unknown,"Matamoros, Tamaulipas (Mexico)",13th April 1964 (age 57),,Aero Flash,17th December 1978 (43 years ago),,228 lbs. (103 kg) at 5'9'' (1.75 m),
8013,Abraham M. Korman,"Toronto, Ontario (Canada)",4th December 1917,XXXX,Al Korman,,,,
8014,Ángel Umaña Torres,"Ciudad de México, Ciudad de México (Mexico)",1940,17th December 2014,Agente X,,,,
8015,unknown,Mexico,,,Águila Negra,,,,
8016,Takayuki Okada,"Oga, Akita (Japan)",8th May 1973,8th August 2003,Giant Ochiai,13th June 2000 (21 years ago),,290 lbs. (132 kg) at 6'1'' (1.85 m),
8017,unknown,"Sydney, New South Wales (Australia)",29th January 1917,XXXX,Frank Hurley,,,,
8018,unknown,"Victoria de Durango, Durango (Mexico)",17th February 1970 (age 52),,Alacrán de Durango,19th March 1986 (36 years ago),,187 lbs. (85 kg) at 5'7'' (1.70 m),
8019,unknown,"Ciudad de México, Ciudad de México (Mexico)",18th May 1973 (age 48),,Chicago Rush,,,,
8020,Mario Saucedo,Mexico,,,Alfil,,,,
8022,unknown,"Norfolk, Virginia (United States of America)",1930,,Ricky Waldo,,,240 lbs. (109 kg) at 5'10'' (1.78 m),
8023,Dan Moody Sheffield,"Honey Grove, Texas (United States of America)",1925,21st April 2010,George Grant,,,200 lbs. (91 kg) at 6'0'' (1.83 m),
8024,unknown,,,30th October 1940,Harold Angus,,,,
8025,Don Arnold,"San Diego, California (United States of America)",29th September 1922,22nd November 2012,Don Arnold,1950,,240 lbs. (109 kg) at 5'11'' (1.80 m),
8026,Caifson Johnson,,1913,29th February 1988,Caifson Johnson,,,,
8027,Thomas William Martindale,"Racine, Wisconsin (United States of America)",,,Tommy Martindale,,,,
8028,James Willard McMillen,"Grayslake, Illinois (United States of America)",22nd October 1902,27th January 1984,Jim McMillen,,,,
8029,unknown,,,29th November 1986,George Pencheff,,,,
8030,Kenneth Vincent Ackles,Nova Scotia (Canada),13th July 1916,5th November 1986,Kenny Ackles,,,215 lbs. (98 kg) at 5'11'' (1.80 m),
8031,Armand David Tanny,"Rochester, New York (United States of America)",5th March 1919,4th April 2009,Armand Tanny,,,200 lbs. (91 kg) at 5'9'' (1.75 m),
8032,Larry Pitchford,"Lima, Ohio (United States of America)",29th April 1944 (age 77),,Beauregard,1963,,,
8034,John P. Kurgis,,2nd March 1925,22nd January 2009,Sonny Kurgis,,,,
8035,unknown,"Leeds, West Yorkshire, England (United Kingdom)",,2010,Clayton Thomson,1959,,,
8036,Andre Drapp,France,12th January 1920,14th November 2009,Andre Drapp,3rd November 1938 (83 years ago),,215 lbs. (98 kg) at 6'0'' (1.83 m),
8037,Mario DeSouza,,1930,,Mario DeSouza,,,235 lbs. (107 kg) at 6'0'' (1.83 m),
8038,unknown,Chile,12th June 1984 (age 37),,El Toro,2001,,242 lbs. (110 kg) at 5'9'' (1.75 m),
8039,Paul McManus,,18th April 1933,15th August 1991,Tank Morgan,,,,
8040,Joseph William Harold Metheny,"Wood River, Illinois (United States of America)",13th November 1909,7th November 1996,Hank Metheny,,,235 lbs. (107 kg) at 5'11'' (1.80 m),
8041,Pedro Palomera,Mexico,,,Enviado del Diablo,,,,
8042,unknown,Mexico,,,Rey Fuego,,,,
8043,unknown,Mexico,,,Estrella Fugaz ,17th May 2008 (13 years ago),,,
8044,unknown,Mexico,29th January 1970 (age 52),,Ángel de los Niños,,,183 lbs. (83 kg) at 5'7'' (1.70 m),
8045,unknown,"Monterrey, Nuevo León (Mexico)",9th June 1985 (age 36),,Ángel Dorado Jr.,??th March 1998,,163 lbs. (74 kg) at 5'7'' (1.70 m),
8046,unknown,Mexico,,,Aníbal el Vampiro,,,,
8047,unknown,Mexico,,,Apolo Oriental,,,,
8048,unknown,Mexico,,,Apolo Star,,,,
8049,Fabiola Placencia Morales,"Ciudad de México, Ciudad de México (Mexico)",3rd August 1950 (age 71),,La Diosa de Plata,1969,,,
8050,unknown,Mexico,,12th April 2020,La Araña Atómica,,,,
8051,unknown,Mexico,,,Araña Negra,,,,
8059,unknown,"Århus, Midtjylland (Denmark)",,,Tank,1994,,231 lbs. (105 kg) at 6'6'' (1.98 m),
8061,unknown,"Odense, Syddanmark (Denmark)",,,Zach White,,,220 lbs. (100 kg) at 6'2'' (1.88 m),
8062,unknown,"Århus, Midtjylland (Denmark)",,,Pablito,,,154 lbs. (70 kg) at 5'10'' (1.78 m),
8070,unknown,,,,Jake Patterson,,,235 lbs. (107 kg) at 6'1'' (1.85 m),
8071,Katsumi Hirano,"Tateyama, Chiba (Japan)",27th September 1965 (age 56),,Katsumi Hirano,,,216 lbs. (98 kg) at 5'11'' (1.80 m),
8077,Travis S. Lutter,"Chamberlain, South Dakota (United States of America)",12th May 1973 (age 48),,Travis Lutter,7th November 1998 (23 years ago),,185 lbs. (84 kg) at 5'11'' (1.80 m),
8088,Jesús Torres Hernández,Mexico,,14th May 2021,Astro Negro,1975,,,
8090,unknown,Mexico,,,La Malinche ,,,212 lbs. (96 kg) at 5'3'' (1.60 m),
8091,Agustín Borrego Limón,"Ruíz, Nayarit (Mexico)",20th April 1947,7th April 2009,Iván el Bronco,,216 lbs. (98 kg),,
8092,unknown,"Biloxi, Mississippi (United States of America)",,,Irresistible Danielle ,,,118 lbs. (54 kg) at 5'4'' (1.63 m),
8093,unknown,"Biloxi, Mississippi (United States of America)",,,John Saxon,,,,
8094,unknown,"Madero, Tamaulipas (Mexico)",,,Baby Lover,,,,
8095,unknown,"Ciudad de México, Ciudad de México (Mexico)",,,Belcebú,2004,,,
8096,unknown,"Tijuana, Baja California (Mexico)",,,Bengalí,,,,
8097,unknown,Mexico,,,Coco Loco,,,,
8098,unknown,"Ciudad de México, Ciudad de México (Mexico)",18th June ???,,Big Memo,,,,
8099,unknown,Mexico,,,Birdman,,,,
8100,unknown,Mexico,,,Black Bird,,,,
8101,unknown,Mexico,,,Black Bird #2,,,,
8102,unknown,Mexico,,,Black Dragón,,,,
8103,unknown,Mexico,,,Black Fantasy,,,,
8104,Héctor Osorio López,Mexico,,,Black Panther,,,,
8105,unknown,"Nemuro, Hokkaido (Japan)",30th April 1991 (age 30),,Kouki Iwasaki,28th November 2014 (7 years ago),,187 lbs. (85 kg) at 5'9'' (1.75 m),
8106,unknown,Mexico,,,Black Sabbath,,,,
8107,unknown,Mexico,,,Black Spider,,,,
8108,unknown,"Acapulco de Juárez, Guerrero (Mexico)",,,Black Thunder,,,,
8109,unknown,Mexico,,,Bob Esponja,,,,
8110,unknown,Mexico,,,Bogar,1985,,,
8111,unknown,Mexico,,,Bracito de Platino,,,,
8112,Malena Hernández,Mexico,,,Malena Hernández ,,,,
8113,unknown,Mexico,,,Burrito,,,,
8114,unknown,,,,Thomas Perryman,,,,
8115,unknown,,,,Talisin,,,175 lbs. (79 kg) at 6'0'' (1.83 m),
8116,unknown,,,,Shelli Cannon,,,,
8117,unknown,,,,The Stunning Claudia,,,,
8118,unknown,,,,Miss Heather ,,,,
8119,unknown,"New York City, New York (United States of America)",,,Danny Angus,,,180 lbs. (82 kg) at 5'10'' (1.78 m),
8120,unknown,"Philadelphia, Pennsylvania (United States of America)",1982,,Aramis,,,,
8121,unknown,,,,Phil Boucher,,,,
8123,unknown,"Morton, Pennsylvania (United States of America)",1983,,Teddy Fine,,,,6'3'' (1.91 m)
8125,unknown,,,,Ángel González,,,,
8127,Michael Brown,"Fredericksburg, Virginia (United States of America)",8th October 1980 (age 41),,Dylan Night,26th June 1998 (23 years ago),,230 lbs. (104 kg) at 6'1'' (1.85 m),
8128,James Zaveski,United States of America,,,Jimmy Z,1993,,,
8129,unknown,California (United States of America),,,Dylan Kage,,,201 lbs. (91 kg) at 6'1'' (1.85 m),
8131,unknown,"Tokyo, Tokyo (Japan)",20th November 1971 (age 50),,Hiroshi Ono,,,216 lbs. (98 kg) at 5'9'' (1.75 m),
8141,Ryan James Schultz,"North Platte, Nebraska (United States of America)",4th July 1977 (age 44),,Ryan Schultz,12th April 2003 (18 years ago),,155 lbs. (70 kg) at 5'10'' (1.78 m),
8142,Rene LaBelle,,,,Rene LaBelle,,,,
8143,Robert E. Bruggers,"Lincoln, Nebraska (United States of America)",20th April 1944 (age 77),,Bob Bruggers,,,238 lbs. (108 kg) at 6'1'' (1.85 m),
8144,Bill Wright,"White Earth, Minnesota (United States of America)",,??th October 1981,Bill Wright,,,235 lbs. (107 kg) at 6'0'' (1.83 m),
8145,unknown,Japan,9th September 1980 (age 41),,Mammoth Handa,23rd February 2003 (19 years ago),,,
8146,Yukihiro Abe,"Tokyo, Tokyo (Japan)",5th July 1985 (age 36),,Yukihiro Abe,,,156 lbs. (71 kg) at 5'7'' (1.70 m),
8147,Nicolas Podevijn,"Antwerpen, Antwerpen, Vlaanderen (Belgium)",,,Jack Ferrigno,,,287 lbs. (130 kg) at 5'7'' (1.70 m),
8148,Felix Kohlenberg,Germany,,,Felix Kohlenberg,,,,
8149,unknown,United Kingdom,,,American All-Star,,,200 lbs. (91 kg) at 5'11'' (1.80 m),
8152,unknown,"Whitehaven, Cumbria, England (United Kingdom)",,,Tank,,,,5'10'' (1.78 m)
8156,unknown,,,,Clayton Sincade,,,,
8158,unknown,,,,EZE,,,,
8159,George Terzis,"Toronto, Ontario (Canada)",,,GT Dynamite,,,222 lbs. (101 kg) at 5'9'' (1.75 m),
8161,Peter Clark,"Perth, Western Australia (Australia)",,,Bobby Jo Marshall,2003,,250 lbs. (113 kg) at 6'3'' (1.91 m),
8163,unknown,"Perth, Western Australia (Australia)",,,Davis Storm,4th November 2001 (20 years ago),,198 lbs. (90 kg) at 5'11'' (1.80 m),
8167,unknown,Quebec (Canada),,,Samson,20th March 2004 (17 years ago),,228 lbs. (103 kg) at 6'2'' (1.88 m),
8169,Dean Danis,Canada,,,Damian Styles,,,241 lbs. (109 kg) at 5'11'' (1.80 m),
8170,unknown,"Pittsburgh, Pennsylvania (United States of America)",,,Dave Titan,,,232 lbs. (105 kg) at 5'11'' (1.80 m),
8171,unknown,Canada,,,Drake Styles,,,262 lbs. (119 kg) at 6'3'' (1.91 m),
8172,unknown,,,,Frank Bradley,,,212 lbs. (96 kg) at 5'11'' (1.80 m),
8173,unknown,"Lisboa, Região de Lisboa (Portugal)",,,Jaguar,,,183 lbs. (83 kg) at 5'10'' (1.78 m),
8175,unknown,"Ottawa, Ontario (Canada)",7th April 1980 (age 41),,Rahim Ali,,,207 lbs. (94 kg) at 6'0'' (1.83 m),
8176,unknown,"Fort Worth, Texas (United States of America)",,,Roy Stevens,,,,6'7'' (2.01 m)
8177,Bart Corbett,"New York City, New York (United States of America)",,,Ryan Rush,,,205 lbs. (93 kg) at 6'7'' (2.01 m),
8178,unknown,"Los Angeles, California (United States of America)",,,Shawn Demers,,,183 lbs. (83 kg) at 6'0'' (1.83 m),
8179,Anthony Gutonski,Yukon (Canada),,,Sinister X,,,170 lbs. (77 kg) at 5'10'' (1.78 m),
8180,unknown,"Las Vegas, Nevada (United States of America)",,,Tray Humongous,,,303 lbs. (137 kg) at 6'3'' (1.91 m),
8181,unknown,"Ottawa, Ontario (Canada)",,,Walker,,,220 lbs. (100 kg) at 5'11'' (1.80 m),
8182,unknown,"Gatineau, Quebec (Canada)",,,Zakk Manson,,,175 lbs. (79 kg) at 5'9'' (1.75 m),
8184,Bill Martínez Patino,Columbia,11th November 1927 (age 94),,Bill Martínez,,,,
8185,Takeji Surusaki,"Shimminato, Toyama (Japan)",8th April 1944 (age 77),,Takeshi Oiso,1966,,260 lbs. (118 kg) at 5'11'' (1.80 m),
8186,unknown,United Kingdom,,XXXX,Jim Moran,,,280 lbs. (127 kg) at 6'8'' (2.03 m),
8187,Nicole Griehsler,Austria,,,Wild Cheyenne ,,,,
8188,unknown,,,,Blob,2005,,,5'5'' (1.65 m)
8189,unknown,,,,Joey Valentyne,,,,
8190,unknown,,,,Jerry Price,,,,
8192,unknown,Barbados,,,George Burgess,,,,
8193,Rodney Faverus,"Leiden, Zuid-Holland (Netherlands)",3rd January 1975 (age 47),,Rodney Faverus,15th June 1996 (25 years ago),,205 lbs. (93 kg) at 6'0'' (1.83 m),
8194,José Luis Cortés Aguilera,Estado de México (Mexico),15th January 1982 (age 40),,Herejía,2005,,,
8195,Edgar Velazco,Andalucía (Spain),18th October 1980 (age 41),,Maximus,2003,,182 lbs. (83 kg) at 6'3'' (1.91 m),
8196,Arthur Sylvester Howe,United Kingdom,,1987,Black Butcher Johnson,,,,
8197,unknown,"Manchester, Greater Manchester, England (United Kingdom)",,,Mike Jordan,,,,
8198,unknown,Mexico,,,Gasparin,,,,
8200,unknown,,,,Art O'Mahoney,,,,
8201,unknown,"Tampico, Tamaulipas (Mexico)",,,Loco Castillo,1996,,,
8202,José Luis García Ramírez,"Ciudad de México, Ciudad de México (Mexico)",19th March 1945,20th January 2011,El Vagabundo,1970,,172 lbs. (78 kg) at 5'7'' (1.70 m),
8203,Andrés Solano Vázquez,"Orizaba, Veracruz de Ignacio de la Llave (Mexico)",1st November 1950 (age 71),,Ray Richard,6th January 1972 (50 years ago),,172 lbs. (78 kg) at 5'7'' (1.70 m),
8204,unknown,Mexico,10th August 1985 (age 36),,Angélica ,2007,,118 lbs. (54 kg) at 5'0'' (1.52 m),
8205,unknown,Mexico,,,La Bombón ,30th April 2008 (13 years ago),,,
8206,unknown,Mexico,,,La Venadita,,,,
8207,Fernando Covarrubias,"Tijuana, Baja California (Mexico)",8th June 1975 (age 46),,Rubi Gardenia,2001,,,
8208,Edward E. Faieta,"Steubenville, Ohio (United States of America)",19th January 1928,18th September 1993,Ed Gardenia,,,,
8209,unknown,,,,Kaliman,,,187 lbs. (85 kg) at 5'3'' (1.60 m),
8210,unknown,"Tampa, Florida (United States of America)",5th May 1985 (age 36),,Miss Diss Lexia ,,,,
8212,Manuel Mejía,Ciudad de México (Mexico),16th May 1975 (age 46),,Spector,1988,,,
8214,unknown,,,,Darby Melnick,,,,
8215,Lawrence Robert Tillman,"Springdale, Arkansas (United States of America)",18th January 1909,28th February 1997,Larry Tillman,,,175 lbs. (79 kg) at 5'8'' (1.73 m),
8216,unknown,,,,Martin Stirling,1968,,,
8221,unknown,"Fort Erie, Ontario (Canada)",,,Rex Atkins,,,250 lbs. (113 kg) at 5'10'' (1.78 m),
8222,unknown,"Port Colborne, Ontario (Canada)",,,Chris Laplante,17th September 2001 (20 years ago),,256 lbs. (116 kg) at 6'1'' (1.85 m),
8223,unknown,Abruzzo (Italy),,,Dino Szili,,,260 lbs. (118 kg) at 6'1'' (1.85 m),
8224,unknown,"Guelph, Ontario (Canada)",,,Amy Victory ,,,120 lbs. (54 kg) at 5'6'' (1.68 m),
8225,Brian Anthony Fabian,"Pittsburgh, Pennsylvania (United States of America)",19th September 1972 (age 49),,Brian Anthony,1990,,209 lbs. (95 kg) at 6'0'' (1.83 m),
8226,Gus Harlacher,Pennsylvania (United States of America),10th July 1986 (age 35),,The Drunken Swashbuckler,2002,,161 lbs. (73 kg) at 5'11'' (1.80 m),
8227,Jeff Kausch,,13th August 1981 (age 40),,Jeff Starr,??th February 1999,,205 lbs. (93 kg) at 6'2'' (1.88 m),
8228,unknown,"Terre Haute, Indiana (United States of America)",,,Oliver Cain,,,,5'7'' (1.70 m)
8230,Andre Davis,"Daytona Beach, Florida (United States of America)",7th January 1982 (age 40),,Andre Heart,,,,
8232,unknown,,,,Gene Bruce,,,,
8233,unknown,"Terre Haute, Indiana (United States of America)",,,Jason Lyte,,,,
8234,William A. Fullmer,"Dayton, Ohio (United States of America)",,,Brock Guffman,,,,
8235,unknown,,,,Jack Owens,,,,
8236,unknown,"Sydney, New South Wales (Australia)",,,Bluey Bonza,,,225 lbs. (102 kg) at 5'11'' (1.80 m),
8237,unknown,"Melbourne, Victoria (Australia)",,,Daniel Beaumont,,,198 lbs. (90 kg) at 6'0'' (1.83 m),
8238,unknown,,,,Eric D'Krieger,,,209 lbs. (95 kg) at 5'11'' (1.80 m),
8239,unknown,,,,Gravity,,,165 lbs. (75 kg) at 5'10'' (1.78 m),
8240,unknown,"Sydney, New South Wales (Australia)",,,Jay Law,,,220 lbs. (100 kg) at 5'11'' (1.80 m),
8241,unknown,"Sydney, New South Wales (Australia)",,,Kieran Burns,,,165 lbs. (75 kg) at 6'0'' (1.83 m),
8242,unknown,"Norwich, Norfolk, England (United Kingdom)",13th April 1979 (age 42),,Krackerjak,2001,,209 lbs. (95 kg) at 5'10'' (1.78 m),
8243,unknown,"Melbourne, Victoria (Australia)",,,Mad Dog McCrea,,,203 lbs. (92 kg) at 6'0'' (1.83 m),
8244,unknown,,,,Nick Ferno,,,196 lbs. (89 kg) at 5'11'' (1.80 m),
8246,unknown,"Sydney, New South Wales (Australia)",,,Shorty,,,121 lbs. (55 kg) at 5'2'' (1.57 m),
8247,unknown,"Melbourne, Victoria (Australia)",,,Spike Steele,,,194 lbs. (88 kg) at 5'9'' (1.75 m),
8248,unknown,,,,Super Crimson Mask,2000,,243 lbs. (110 kg) at 5'11'' (1.80 m),
8249,Athanasios Taxiarkis,Athína (Greece),2nd January 1895,23rd June 1953,Tommy Texis,,,175 lbs. (79 kg) at 5'8'' (1.73 m),
8250,unknown,"Sydney, New South Wales (Australia)",,,Webmistress,,,176 lbs. (80 kg) at 5'6'' (1.68 m),
8251,unknown,Mexico,,,Flying,,,137 lbs. (62 kg) at 5'3'' (1.60 m),
8252,Ludwig Stoll,Germany,9th March 1885,XXXX,Ludwig Stoll,,,,
